idFrame,Frame,Frame Description,Rank,Cenário Sugerido,Cenário Descrição,Score de Similaridade,Justificativa
452,Expansão,"Um #Item muda seu tamanho físico. A #Mudança_de_tamanho de um #Item pode ser explicitamente indicada ou caracterizada em termos de #Tamanho_inicial e #Tamanho_final.  Em casos predefinidos, expansão é por todas as dimensões. mas às vezes todas a #Dimensão da expansão é incorporadas ou se faz explícita.",3,Cenário_de_duração,"Um #Evento ou um #Período tem uma #Duração particular. A #Duração pode ser caracterizada de alguns modos diferentes:  Como uma medida direta de #Duração, um #Grau de desvio de uma #Duração esperada, ou #Contagem de #Unidades de uma duração padrão conhecida.",0.428,"Frame 'Expansão' apresenta maior similaridade semântica com o cenário 'Cenário_de_duração', cuja descrição é: Um #Evento ou um #Período tem uma #Duração particular. A #Duração pode ser caracterizada de alguns modos diferentes:  Como uma medida direta de #Duração, um #Grau de desvio de uma #Duração esperada, ou #Contagem de #Unidades de uma duração padrão conhecida."
453,Utilidade,"Uma #Entidade auxilia na conclusão de uma #Finalidade.  Seu #Grau de utilidade também pode ser expresso. Neste frame, algumas UL podem (ex. <ment>ótimo, bom</ment>) apenas expressar estados genéricos e permanentes da #Entidade.",1,Cenário_de_distância,Esse frame é resumido em vários pontos de vista na especificação ou descrição de #Distância. A #Distância pode ser especificada com precisão como uma #Quantidade de alguma #Unidade padrão ou pode ser descrita pelo #Grau que difere da expectativa.,0.5985,"Frame 'Utilidade' apresenta maior similaridade semântica com o cenário 'Cenário_de_distância', cuja descrição é: Esse frame é resumido em vários pontos de vista na especificação ou descrição de #Distância. A #Distância pode ser especificada com precisão como uma #Quantidade de alguma #Unidade padrão ou pode ser descrita pelo #Grau que difere da expectativa."
453,Utilidade,"Uma #Entidade auxilia na conclusão de uma #Finalidade.  Seu #Grau de utilidade também pode ser expresso. Neste frame, algumas UL podem (ex. <ment>ótimo, bom</ment>) apenas expressar estados genéricos e permanentes da #Entidade.",2,Cenário_de_identidade,Uma #Instância de um #Tipo é concebida como portadora de uma #Identidade distinta. Sua #Identidade persiste durante o tempo e permanece constante por uma #Instância mesmo com mudanças arbitrárias em outros atributos da #Instância.,0.5954,"Frame 'Utilidade' apresenta maior similaridade semântica com o cenário 'Cenário_de_identidade', cuja descrição é: Uma #Instância de um #Tipo é concebida como portadora de uma #Identidade distinta. Sua #Identidade persiste durante o tempo e permanece constante por uma #Instância mesmo com mudanças arbitrárias em outros atributos da #Instância."
453,Utilidade,"Uma #Entidade auxilia na conclusão de uma #Finalidade.  Seu #Grau de utilidade também pode ser expresso. Neste frame, algumas UL podem (ex. <ment>ótimo, bom</ment>) apenas expressar estados genéricos e permanentes da #Entidade.",3,Cenário_visita,"Um #Agente e uma #Entidade tornam-se co-localizados. O #Agente em busca de uma #Finalidade permanece temporariamente com a #Entidade para satisfazer a #Finalidade e depois parte novamente, geralmente de volta para sua #Localização_normal.",0.5864,"Frame 'Utilidade' apresenta maior similaridade semântica com o cenário 'Cenário_visita', cuja descrição é: Um #Agente e uma #Entidade tornam-se co-localizados. O #Agente em busca de uma #Finalidade permanece temporariamente com a #Entidade para satisfazer a #Finalidade e depois parte novamente, geralmente de volta para sua #Localização_normal."
454,Reunir-se,"Nesse frame, um grupo de #Indivíduos se reúne para formar uma #Configuração. Os #Indivíduos ou a #Configuração podem ser expressos como o argumento externo dos predicados nesse frame. Nesse contexto, é ambíguo se os #Indivíduos se unem intencionalmente ou não. Em uma interpretação alternativa, uma #Parte_1 gramaticalmente mais proeminente se reúne com uma #Parte_2, expressa como um sintagma oblíquo. Se esta interpretação assimétrica for escolhida, a #Finalidade refere-se apenas a #Parte_1.",1,Cenário_de_inclusão,Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo.,0.6363,"Frame 'Reunir-se' apresenta maior similaridade semântica com o cenário 'Cenário_de_inclusão', cuja descrição é: Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo."
454,Reunir-se,"Nesse frame, um grupo de #Indivíduos se reúne para formar uma #Configuração. Os #Indivíduos ou a #Configuração podem ser expressos como o argumento externo dos predicados nesse frame. Nesse contexto, é ambíguo se os #Indivíduos se unem intencionalmente ou não. Em uma interpretação alternativa, uma #Parte_1 gramaticalmente mais proeminente se reúne com uma #Parte_2, expressa como um sintagma oblíquo. Se esta interpretação assimétrica for escolhida, a #Finalidade refere-se apenas a #Parte_1.",2,Cenário_de_distância,Esse frame é resumido em vários pontos de vista na especificação ou descrição de #Distância. A #Distância pode ser especificada com precisão como uma #Quantidade de alguma #Unidade padrão ou pode ser descrita pelo #Grau que difere da expectativa.,0.6231,"Frame 'Reunir-se' apresenta maior similaridade semântica com o cenário 'Cenário_de_distância', cuja descrição é: Esse frame é resumido em vários pontos de vista na especificação ou descrição de #Distância. A #Distância pode ser especificada com precisão como uma #Quantidade de alguma #Unidade padrão ou pode ser descrita pelo #Grau que difere da expectativa."
454,Reunir-se,"Nesse frame, um grupo de #Indivíduos se reúne para formar uma #Configuração. Os #Indivíduos ou a #Configuração podem ser expressos como o argumento externo dos predicados nesse frame. Nesse contexto, é ambíguo se os #Indivíduos se unem intencionalmente ou não. Em uma interpretação alternativa, uma #Parte_1 gramaticalmente mais proeminente se reúne com uma #Parte_2, expressa como um sintagma oblíquo. Se esta interpretação assimétrica for escolhida, a #Finalidade refere-se apenas a #Parte_1.",3,Cenário_de_identidade,Uma #Instância de um #Tipo é concebida como portadora de uma #Identidade distinta. Sua #Identidade persiste durante o tempo e permanece constante por uma #Instância mesmo com mudanças arbitrárias em outros atributos da #Instância.,0.5996,"Frame 'Reunir-se' apresenta maior similaridade semântica com o cenário 'Cenário_de_identidade', cuja descrição é: Uma #Instância de um #Tipo é concebida como portadora de uma #Identidade distinta. Sua #Identidade persiste durante o tempo e permanece constante por uma #Instância mesmo com mudanças arbitrárias em outros atributos da #Instância."
456,Dizer,"Um #Falante endereça a um an #Destinatário uma #Mensagem, a qual pode ser indiretamente referida a um #Tópico.",1,Cenário_de_criação_de_nó,Um #Agente manipula um objeto longo e fino (a #Corda) e cria um #Nó.,0.6123,"Frame 'Dizer' apresenta maior similaridade semântica com o cenário 'Cenário_de_criação_de_nó', cuja descrição é: Um #Agente manipula um objeto longo e fino (a #Corda) e cria um #Nó."
456,Dizer,"Um #Falante endereça a um an #Destinatário uma #Mensagem, a qual pode ser indiretamente referida a um #Tópico.",2,Cenário_de_enganação,"Enganação é um cenário em que um #Enganador tenta fazer com que uma #Vítima chegue a um entendimento incorreto sobre um #Tópico. Isto pode ser feito apresentando um #Fenômeno enganoso à #Vítima, ou escondendo a existência de itens nos quais a #Vítima pode estar interessada. Note que a #Vítima não está necessariamente ciente da (possível) existência do #Tópico ou itens relacionados a ele.",0.5881,"Frame 'Dizer' apresenta maior similaridade semântica com o cenário 'Cenário_de_enganação', cuja descrição é: Enganação é um cenário em que um #Enganador tenta fazer com que uma #Vítima chegue a um entendimento incorreto sobre um #Tópico. Isto pode ser feito apresentando um #Fenômeno enganoso à #Vítima, ou escondendo a existência de itens nos quais a #Vítima pode estar interessada. Note que a #Vítima não está necessariamente ciente da (possível) existência do #Tópico ou itens relacionados a ele."
456,Dizer,"Um #Falante endereça a um an #Destinatário uma #Mensagem, a qual pode ser indiretamente referida a um #Tópico.",3,Cenário_de_duração,"Um #Evento ou um #Período tem uma #Duração particular. A #Duração pode ser caracterizada de alguns modos diferentes:  Como uma medida direta de #Duração, um #Grau de desvio de uma #Duração esperada, ou #Contagem de #Unidades de uma duração padrão conhecida.",0.5772,"Frame 'Dizer' apresenta maior similaridade semântica com o cenário 'Cenário_de_duração', cuja descrição é: Um #Evento ou um #Período tem uma #Duração particular. A #Duração pode ser caracterizada de alguns modos diferentes:  Como uma medida direta de #Duração, um #Grau de desvio de uma #Duração esperada, ou #Contagem de #Unidades de uma duração padrão conhecida."
457,Mudar_postura,Um #Protagonista altera a posição geral e a postura do corpo.,1,Cenário_de_resposta,Um #Gatilho provoca uma #Resposta de alguma #Entidade_responsiva ou um #Agente.,0.579,"Frame 'Mudar_postura' apresenta maior similaridade semântica com o cenário 'Cenário_de_resposta', cuja descrição é: Um #Gatilho provoca uma #Resposta de alguma #Entidade_responsiva ou um #Agente."
457,Mudar_postura,Um #Protagonista altera a posição geral e a postura do corpo.,2,Cenário_de_remoção,A cena abstrata em que um #Agente afeta uma #Fonte e um #Tema para que o #Tema acabe não co-localizado com a #Fonte.,0.5237,"Frame 'Mudar_postura' apresenta maior similaridade semântica com o cenário 'Cenário_de_remoção', cuja descrição é: A cena abstrata em que um #Agente afeta uma #Fonte e um #Tema para que o #Tema acabe não co-localizado com a #Fonte."
457,Mudar_postura,Um #Protagonista altera a posição geral e a postura do corpo.,3,Cenário_de_restrição_de_movimento,"Esse cenário refere-se a um #Agente que restringe o movimento de um #Tema contra o desejo, o plano ou a tendência de ser livre. Após um período de tempo, o #Agente pode optar por liberar o #Tema, ou o #Tema pode escapar ou ser libertado por uma causa interveniente.",0.513,"Frame 'Mudar_postura' apresenta maior similaridade semântica com o cenário 'Cenário_de_restrição_de_movimento', cuja descrição é: Esse cenário refere-se a um #Agente que restringe o movimento de um #Tema contra o desejo, o plano ou a tendência de ser livre. Após um período de tempo, o #Agente pode optar por liberar o #Tema, ou o #Tema pode escapar ou ser libertado por uma causa interveniente."
458,Amalgamação,"Refere-se a #Partes se unindo para formar um #Todo.  (As #Partes também podem ser codificadas como #Parte_1 e #Parte_2.)  Existe uma relação simétrica entre os componentes que passam pelo processo, e depois as #Partes são consumidas e deixam de ser entidades distintas que são facilmente discerníveis ou separáveis do #Todo.",1,Cenário_de_fragmentação,"Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2.",0.7795,"Frame 'Amalgamação' apresenta maior similaridade semântica com o cenário 'Cenário_de_fragmentação', cuja descrição é: Um #Todo se fragmenta ou quebra em #Partes, ou alternativamente uma parte, a #Parte_1, se solta do resto do item, chamado #Parte_2."
458,Amalgamação,"Refere-se a #Partes se unindo para formar um #Todo.  (As #Partes também podem ser codificadas como #Parte_1 e #Parte_2.)  Existe uma relação simétrica entre os componentes que passam pelo processo, e depois as #Partes são consumidas e deixam de ser entidades distintas que são facilmente discerníveis ou separáveis do #Todo.",2,Cenário_de_inclusão,Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo.,0.7534,"Frame 'Amalgamação' apresenta maior similaridade semântica com o cenário 'Cenário_de_inclusão', cuja descrição é: Uma #Parte é um subconjunto de uma coleção de itens que compõem um #Todo ou uma subparte de um #Todo singular. Esse frame abrange tanto as relações de super / subconjunto quanto as relações entre parte e todo."
458,Amalgamação,"Refere-se a #Partes se unindo para formar um #Todo.  (As #Partes também podem ser codificadas como #Parte_1 e #Parte_2.)  Existe uma relação simétrica entre os componentes que passam pelo processo, e depois as #Partes são consumidas e deixam de ser entidades distintas que são facilmente discerníveis ou separáveis do #Todo.",3,Cenário_locativo,"Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras.",0.5533,"Frame 'Amalgamação' apresenta maior similaridade semântica com o cenário 'Cenário_locativo', cuja descrição é: Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras."
459,Atenção,"Este frame refere-se ao estado de prontidão de um #Perceptor ao processar e considerar impressões de uma #Figura em relação a um #Fundo. A existência da #Figura dentro do #Fundo costuma não ser parte do conhecimento do #Perceptor. Alternativamente, um #Expressor pode ser mencionado, o qual mostra sinais do estado de atenção do #Perceptor.",1,Cenário_de_sujeição,"Nesse frame, ocorre um #Evento e uma #Entidade é afetada por ele.",0.6737,"Frame 'Atenção' apresenta maior similaridade semântica com o cenário 'Cenário_de_sujeição', cuja descrição é: Nesse frame, ocorre um #Evento e uma #Entidade é afetada por ele."
459,Atenção,"Este frame refere-se ao estado de prontidão de um #Perceptor ao processar e considerar impressões de uma #Figura em relação a um #Fundo. A existência da #Figura dentro do #Fundo costuma não ser parte do conhecimento do #Perceptor. Alternativamente, um #Expressor pode ser mencionado, o qual mostra sinais do estado de atenção do #Perceptor.",2,Cenário_ação_de_tentativa,"Esse frame representa a ação principal de uma tentativa, em que um #Agente tem uma #Meta e executa algumas ações de #Meio que eles acreditam que alcançarão a #Meta. Veja seus dois frames perspectivizados para mais informações.",0.6403,"Frame 'Atenção' apresenta maior similaridade semântica com o cenário 'Cenário_ação_de_tentativa', cuja descrição é: Esse frame representa a ação principal de uma tentativa, em que um #Agente tem uma #Meta e executa algumas ações de #Meio que eles acreditam que alcançarão a #Meta. Veja seus dois frames perspectivizados para mais informações."
459,Atenção,"Este frame refere-se ao estado de prontidão de um #Perceptor ao processar e considerar impressões de uma #Figura em relação a um #Fundo. A existência da #Figura dentro do #Fundo costuma não ser parte do conhecimento do #Perceptor. Alternativamente, um #Expressor pode ser mencionado, o qual mostra sinais do estado de atenção do #Perceptor.",3,Cenário_de_colocação,"Este frame representa a cena abstrata em que um #Agente manipula a localização de um #Tema, afetando assim um #Objetivo, que acaba co-localizado com o #Tema. Este frame é primariamente para Herança.",0.6334,"Frame 'Atenção' apresenta maior similaridade semântica com o cenário 'Cenário_de_colocação', cuja descrição é: Este frame representa a cena abstrata em que um #Agente manipula a localização de um #Tema, afetando assim um #Objetivo, que acaba co-localizado com o #Tema. Este frame é primariamente para Herança."
460,Localizar,Um #Perceptor determina a #Localização de uma #Entidade_procurada dentro de um #Fundo.,1,Cenário_visitante,"Um #Agente deixa sua #Localização_normal e combina a localização com uma #Entidade em busca de uma #Finalidade. O #Agente permanece, temporariamente, com a #Entidade para realizar a #Finalidade e depois parte de novo, geralmente para a #Localização_normal.",0.7045,"Frame 'Localizar' apresenta maior similaridade semântica com o cenário 'Cenário_visitante', cuja descrição é: Um #Agente deixa sua #Localização_normal e combina a localização com uma #Entidade em busca de uma #Finalidade. O #Agente permanece, temporariamente, com a #Entidade para realizar a #Finalidade e depois parte de novo, geralmente para a #Localização_normal."
460,Localizar,Um #Perceptor determina a #Localização de uma #Entidade_procurada dentro de um #Fundo.,2,Cenário_locativo,"Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras.",0.6883,"Frame 'Localizar' apresenta maior similaridade semântica com o cenário 'Cenário_locativo', cuja descrição é: Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras."
460,Localizar,Um #Perceptor determina a #Localização de uma #Entidade_procurada dentro de um #Fundo.,3,Cenário_visita,"Um #Agente e uma #Entidade tornam-se co-localizados. O #Agente em busca de uma #Finalidade permanece temporariamente com a #Entidade para satisfazer a #Finalidade e depois parte novamente, geralmente de volta para sua #Localização_normal.",0.641,"Frame 'Localizar' apresenta maior similaridade semântica com o cenário 'Cenário_visita', cuja descrição é: Um #Agente e uma #Entidade tornam-se co-localizados. O #Agente em busca de uma #Finalidade permanece temporariamente com a #Entidade para satisfazer a #Finalidade e depois parte novamente, geralmente de volta para sua #Localização_normal."
461,Nascer,"Este frame diz respeito ao início da vida de uma #Criança, geralmente humana, em um determinado #Tempo e #Lugar. Os #Parentes também podem ser mencionados.",1,Cenário_de_nascimento,"Nasce uma #Prole de uma #Mãe e um #Pai, coletivamente referidos como #Pais. Este evento acontece em um determinado #Tempo e #Lugar.",0.7283,"Frame 'Nascer' apresenta maior similaridade semântica com o cenário 'Cenário_de_nascimento', cuja descrição é: Nasce uma #Prole de uma #Mãe e um #Pai, coletivamente referidos como #Pais. Este evento acontece em um determinado #Tempo e #Lugar."
461,Nascer,"Este frame diz respeito ao início da vida de uma #Criança, geralmente humana, em um determinado #Tempo e #Lugar. Os #Parentes também podem ser mencionados.",2,Cenário_da_história,Este frame descreve como #Eventos estão relacionados entre si e a um #Lugar e um #Tempo.,0.5766,"Frame 'Nascer' apresenta maior similaridade semântica com o cenário 'Cenário_da_história', cuja descrição é: Este frame descreve como #Eventos estão relacionados entre si e a um #Lugar e um #Tempo."
461,Nascer,"Este frame diz respeito ao início da vida de uma #Criança, geralmente humana, em um determinado #Tempo e #Lugar. Os #Parentes também podem ser mencionados.",3,Cenário_de_sujeição,"Nesse frame, ocorre um #Evento e uma #Entidade é afetada por ele.",0.4919,"Frame 'Nascer' apresenta maior similaridade semântica com o cenário 'Cenário_de_sujeição', cuja descrição é: Nesse frame, ocorre um #Evento e uma #Entidade é afetada por ele."
462,Fazer_cara,"Um #Agente faz uma expressão facial particular, geralmente em resposta a alguma #Causa_interna (geralmente um estado emocional).  Às vezes, a #Parte_do_corpo envolvida na expressão é mencionada no lugar do #Agente.",1,Cenário_de_resposta,Um #Gatilho provoca uma #Resposta de alguma #Entidade_responsiva ou um #Agente.,0.6073,"Frame 'Fazer_cara' apresenta maior similaridade semântica com o cenário 'Cenário_de_resposta', cuja descrição é: Um #Gatilho provoca uma #Resposta de alguma #Entidade_responsiva ou um #Agente."
462,Fazer_cara,"Um #Agente faz uma expressão facial particular, geralmente em resposta a alguma #Causa_interna (geralmente um estado emocional).  Às vezes, a #Parte_do_corpo envolvida na expressão é mencionada no lugar do #Agente.",2,Cenário_tentar_e_resolver,Um #Agente tem uma #Meta em mente e usa algum #Meio que ele acreditam que trará a #Meta. O #Agente é bem-sucedido ou falha na medida em que o resultado da ação do #Meio corresponde à #Meta.,0.5815,"Frame 'Fazer_cara' apresenta maior similaridade semântica com o cenário 'Cenário_tentar_e_resolver', cuja descrição é: Um #Agente tem uma #Meta em mente e usa algum #Meio que ele acreditam que trará a #Meta. O #Agente é bem-sucedido ou falha na medida em que o resultado da ação do #Meio corresponde à #Meta."
462,Fazer_cara,"Um #Agente faz uma expressão facial particular, geralmente em resposta a alguma #Causa_interna (geralmente um estado emocional).  Às vezes, a #Parte_do_corpo envolvida na expressão é mencionada no lugar do #Agente.",3,Cenário_de_formação_social,"Neste cenário, eventos, processos ou atividades no domínio de Pessoas e Agentes são descritos. Um ou mais participantes interagem, atuam ou são afetados, dependendo do tipo de situação. O cenário captura os papéis principais dos participantes, as condições iniciais, os processos envolvidos e os resultados esperados ou possíveis. As relações típicas entre participantes, objetos, eventos e ambientes são representadas para este tipo de situação.",0.5644,"Frame 'Fazer_cara' apresenta maior similaridade semântica com o cenário 'Cenário_de_formação_social', cuja descrição é: Neste cenário, eventos, processos ou atividades no domínio de Pessoas e Agentes são descritos. Um ou mais participantes interagem, atuam ou são afetados, dependendo do tipo de situação. O cenário captura os papéis principais dos participantes, as condições iniciais, os processos envolvidos e os resultados esperados ou possíveis. As relações típicas entre participantes, objetos, eventos e ambientes são representadas para este tipo de situação."
463,Comunicar_categorização,"Um #Falante comunica uma #Mensagem informando a associação de um #Item em uma #Categoria, isto é, afirma que o #Item tem as características definidoras da #Categoria. Alternativamente, a #Mensagem é comunicada por uma #Mídia.",1,Cenário_locativo,"Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras.",0.6608,"Frame 'Comunicar_categorização' apresenta maior similaridade semântica com o cenário 'Cenário_locativo', cuja descrição é: Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras."
463,Comunicar_categorização,"Um #Falante comunica uma #Mensagem informando a associação de um #Item em uma #Categoria, isto é, afirma que o #Item tem as características definidoras da #Categoria. Alternativamente, a #Mensagem é comunicada por uma #Mídia.",2,Cenário_de_identidade,Uma #Instância de um #Tipo é concebida como portadora de uma #Identidade distinta. Sua #Identidade persiste durante o tempo e permanece constante por uma #Instância mesmo com mudanças arbitrárias em outros atributos da #Instância.,0.5733,"Frame 'Comunicar_categorização' apresenta maior similaridade semântica com o cenário 'Cenário_de_identidade', cuja descrição é: Uma #Instância de um #Tipo é concebida como portadora de uma #Identidade distinta. Sua #Identidade persiste durante o tempo e permanece constante por uma #Instância mesmo com mudanças arbitrárias em outros atributos da #Instância."
463,Comunicar_categorização,"Um #Falante comunica uma #Mensagem informando a associação de um #Item em uma #Categoria, isto é, afirma que o #Item tem as características definidoras da #Categoria. Alternativamente, a #Mensagem é comunicada por uma #Mídia.",3,Cenário_de_criação_de_nó,Um #Agente manipula um objeto longo e fino (a #Corda) e cria um #Nó.,0.5687,"Frame 'Comunicar_categorização' apresenta maior similaridade semântica com o cenário 'Cenário_de_criação_de_nó', cuja descrição é: Um #Agente manipula um objeto longo e fino (a #Corda) e cria um #Nó."
464,Mudança_de_temperatura_incoativa,"Neste frame, a temperatura de um item muda. Uma #Temperatura_inicial, #Temperatura_final, ou #Mudança_de_temperatura também podem ser indicadas.",1,Cenário_de_distância,Esse frame é resumido em vários pontos de vista na especificação ou descrição de #Distância. A #Distância pode ser especificada com precisão como uma #Quantidade de alguma #Unidade padrão ou pode ser descrita pelo #Grau que difere da expectativa.,0.4658,"Frame 'Mudança_de_temperatura_incoativa' apresenta maior similaridade semântica com o cenário 'Cenário_de_distância', cuja descrição é: Esse frame é resumido em vários pontos de vista na especificação ou descrição de #Distância. A #Distância pode ser especificada com precisão como uma #Quantidade de alguma #Unidade padrão ou pode ser descrita pelo #Grau que difere da expectativa."
464,Mudança_de_temperatura_incoativa,"Neste frame, a temperatura de um item muda. Uma #Temperatura_inicial, #Temperatura_final, ou #Mudança_de_temperatura também podem ser indicadas.",2,Cenário_de_emergência_de_incêndio,"Este frame caracteriza qualquer cenário em que a presença de um incêndio exige uma resposta de emergência, a fim de mitigar os danos causados diretamente pelo incêndio.
",0.4612,"Frame 'Mudança_de_temperatura_incoativa' apresenta maior similaridade semântica com o cenário 'Cenário_de_emergência_de_incêndio', cuja descrição é: Este frame caracteriza qualquer cenário em que a presença de um incêndio exige uma resposta de emergência, a fim de mitigar os danos causados diretamente pelo incêndio.
"
464,Mudança_de_temperatura_incoativa,"Neste frame, a temperatura de um item muda. Uma #Temperatura_inicial, #Temperatura_final, ou #Mudança_de_temperatura também podem ser indicadas.",3,Cenário_do_fogo_acabar,"Este cenário começa com uma queima de #Fogo, transita para quando o #Fogo acaba e termina com o #Fogo dissipado.",0.4452,"Frame 'Mudança_de_temperatura_incoativa' apresenta maior similaridade semântica com o cenário 'Cenário_do_fogo_acabar', cuja descrição é: Este cenário começa com uma queima de #Fogo, transita para quando o #Fogo acaba e termina com o #Fogo dissipado."
465,Terminar_competição,"Uma #Competição chega ao fim, com um #Competidor empatando, ganhando ou perdendo contra um #Oponente (ou oponentes) de acordo com a #Pontuação. (Na situação simétrica de um empate, o #Competidor e o #Oponente podem ser mencionados em conjunto como #Competidores.) Segundo a #Pontuação que o #Competidor e o #Oponente conseguiram, eles podem receber uma #Classificação ou um #Prêmio. A #Margem também pode ser mencionada.",1,Cenário_de_emprego,"Um #Empregado e um #Empregador estabelecem uma relação de emprego, na qual o #Empregado permanece por algum tempo, e, por fim, o relacionamento termina pelo #Empregado, que está deixando o emprego, ou pelo #Empregador o deixando ir ou demitindo-o. Para cada um desses eventos há concordâncias, como concordar/assinar um contrato para entrar no emprego, para a #Remuneração e para o desempenho de um serviço no período do trabalho, e para a rescisão da ruptura dessa relação. Existem vários outros eventos envolvidos, incluindo ações preparatórias por parte do #Empregador (ao disponibilizar o #Cargo), a parte do #Empregado em potencial (ao procurar um emprego), ou de ambos (entrevistas de emprego). Além disso, há a possibilidade de mudança da relação entre #Empregador e #Empregado durante o período de emprego, como uma mudança no #Cargo (como promoção ou rebaixamento) e uma mudança na #Remuneração (como um aumento ou um corte salarial).",0.5274,"Frame 'Terminar_competição' apresenta maior similaridade semântica com o cenário 'Cenário_de_emprego', cuja descrição é: Um #Empregado e um #Empregador estabelecem uma relação de emprego, na qual o #Empregado permanece por algum tempo, e, por fim, o relacionamento termina pelo #Empregado, que está deixando o emprego, ou pelo #Empregador o deixando ir ou demitindo-o. Para cada um desses eventos há concordâncias, como concordar/assinar um contrato para entrar no emprego, para a #Remuneração e para o desempenho de um serviço no período do trabalho, e para a rescisão da ruptura dessa relação. Existem vários outros eventos envolvidos, incluindo ações preparatórias por parte do #Empregador (ao disponibilizar o #Cargo), a parte do #Empregado em potencial (ao procurar um emprego), ou de ambos (entrevistas de emprego). Além disso, há a possibilidade de mudança da relação entre #Empregador e #Empregado durante o período de emprego, como uma mudança no #Cargo (como promoção ou rebaixamento) e uma mudança na #Remuneração (como um aumento ou um corte salarial)."
465,Terminar_competição,"Uma #Competição chega ao fim, com um #Competidor empatando, ganhando ou perdendo contra um #Oponente (ou oponentes) de acordo com a #Pontuação. (Na situação simétrica de um empate, o #Competidor e o #Oponente podem ser mencionados em conjunto como #Competidores.) Segundo a #Pontuação que o #Competidor e o #Oponente conseguiram, eles podem receber uma #Classificação ou um #Prêmio. A #Margem também pode ser mencionada.",2,Cenário_de_caça,"Um #Caçador esforça-se e fracassa ou consegue encontrar e obter #Alimento. Esse cenário ocorre dentro do contexto de algum #Fundo no qual a preparação, a busca e o sucesso ou fracasso dele se desenrolam.",0.5268,"Frame 'Terminar_competição' apresenta maior similaridade semântica com o cenário 'Cenário_de_caça', cuja descrição é: Um #Caçador esforça-se e fracassa ou consegue encontrar e obter #Alimento. Esse cenário ocorre dentro do contexto de algum #Fundo no qual a preparação, a busca e o sucesso ou fracasso dele se desenrolam."
