idFrame,name,description
197,Comunicação_de_julgamento,"Um #Comunicador comunica um julgamento de um #Avaliado a um #Destinatário. O julgamento pode ser positivo (por exemplo, elogio) ou negativo (por exemplo, criticar), e isso é indicado pelos tipos semântico Positivo e Negativo ligados às unidades lexicais. Este frame não contém palavras em que o #Avaliado e #Destinatário sejam necessariamente o mesmo."
198,Atribuição_de_nome,Este frame contém palavras que falam sobre como os #Falantes nomeiam as #Entidades.
199,Castigo_corporal,Mistura de Recompensas_e_castigos e Lesões_corporais em que o #Agente realiza alguma ação destinada a causar dano corporal ao #Avaliado como consequência de alguma ação ou crença do avaliado (a #Razão).
200,Multar,O #Pagador é obrigado (legalmente) por um #Falante oficial a pagar uma #Multa como punição por alguma ação (a #Razão). O #Falante representa uma entidade que recebe o pagamento.
201,Medir_duração,"Este frame contém nomes (transparentes) que são #Unidades de medida para o tempo. Os elementos do frame são #Contagem, #Unidade e #Processo."
202,Execução,Um #Executor pune um indivíduo (#Executado) com a morte como consequência de alguma ação do avaliador (a #Explicação).
203,Reciprocidade_assimétrica,"Perspectiva de Reciprocidade em que um #Protagonista_1 atua ou está relacionado a um #Protagonista_2. A relação ou evento é compreendida como sendo assimétrica, sendo que o #Protagonista_1 é apresentado como sendo mais agentivo, se houver agentividade envolvida (como em uma conversa ou participação), e o #Protagonista_2 é apresentado como mais passivo. Em casos de comparação ou outras relações (por ex.: parecer, estar próximo), o #Protagonista_2 é compreendido como sendo adequado como referência para o #Protagonista_1, frequentemente porque o #Protagonista_2 é temporariamente mais estável e/ou é mais perceptível e amplamente conhecido. "
204,Evento_subordinado_a_reciprocidade,"Perspectiva de Reciprocidade, na qual o #Protagonista_2 age sobre ou é relacionado ao #Protagonista_1."
205,Ser_nomeado,Diz respeito a entidades que convencionalmente são referidas por um nome específico. 
206,Unidade_calêndrica,"As palavras nesse frame indicam as diferentes partes do ciclo de calendários, tanto artificiais quanto naturais. Os Elementos de Frame incluem #Todo para o todo do qual o alvo faz parte, #Tempo_relativo para localizar o tempo em relação a um ponto de referência identificável e #Nome para o nome do dia (mês, etc.) de um ponto de referência. As palavras nesse frame aparecem em uma variedade de esquemas temporais, percebidos como construções. Existem famílias de construções nas quais essas palavras ocorrem, incluindo aquelas em que nomes de dias da semana se combinam com nomes de dias usando preposições particulares (por exemplo, na quarta de manhã, na quarta-feira, mas de manhã) e aquelas em que termos de calendários preenchem os espaços em expressões com várias palavras, como N-depois-N (por exemplo, dia após dia), N-a-N (por exemplo, semana a semana), N-a-N (por exemplo, mês a mês), etc. (FILLMORE, 2002)."
207,Afetar_intencionalmente,"Um #Agente faz com que um #Paciente seja afetado, às vezes por um #Meio em particular ou pelo uso de um #Instrumento."
208,Processo_fim,Um #Processo chega ao fim.
209,Processar,"Este Frame descreve um evento complexo que dura algum tempo, consistindo em um estágio inicial, um estágio em que o processo está em andamento e um término ou fim. Em alguns casos, o processo pode ser pausado e, em seguida, possivelmente continuar. Neste Frame e seus subFrames, o argumento relevante é um #Processo, e não há referência a uma Entidade que passa por esse #Processo ou a um Agente que inicia esse #Processo. Em termos formais, este Frame refere-se a um esquema-x geral do controlador (Narayanan 1997) com subFrames correspondentes a partes do esquema-x."
210,Processo_estado_completo,Um #Processo está concluído e não pode mais continuar.
211,Descrição_parte_do_corpo,"Este frame está relacionado a palavras que descrevem uma pessoa com base em uma parte proeminente do seu corpo.
<ex>Ele era um <fex name=""Individual"">cara</fex> <t>loiro</t></ex>
<ex><fex name=""Individual"">Ele</fex> era um <t>perna de pau</t>.</ex>."
212,Aplicar_calor,"Um #Cozinheiro aplica calor ao #Alimento, onde a #Configuração_de_temperatura do calor e a #Duração da aplicação podem ser especificadas. Um #Instrumento_de_aquecimento, geralmente indicado por uma frase locativa, também pode ser expresso. Alguns métodos de cozedura envolvem a utilização de uma #Mídia (por exemplo, leite ou água) pelo qual o calor é transferido para o alimento. Um alimento ou cozinheiro menos proeminente semanticamente é marcado como #Co-participante."
213,Entidade_delimitada,"Este é um frame abstrato para áreas delimitadas, usado majoritariamente para a herança de EFs. "
214,Cenário_de_movimento,"Esse frame une as várias partes do movimento, da partida e a viagem, até a chegada. "
215,Condições_em_saúde,"Palavras neste frame dão nome a condições em saúde ou doenças que um paciente sofre, está sendo tratado para, pode ser curado de, ou morrer de. A condição ou doença pode ser descrita de várias maneiras, incluindo a parte ou a área do corpo (#Parte_do_corpo) afetada pela condição (por exemplo, câncer de fígado, doença cardiovascular), a #Causa da condição (por exemplo, meningite bacteriana, pneumonia), um #Sintoma importante da condição (por exemplo, estenose assintomática, doença da orelha azul), o #Paciente ou população (originalmente) afetados pela doença (por exemplo, tuberculose bovina, diabetes juvenil) ou o #Nome (próprio) usado para identificar a condição (por exemplo, síndrome de Munchausen, doença de Lou Gehrig). A anotação neste frame é feita em relação ao nome da condição ou doença."
216,Transportar,"Este frame ocupa-se com o movimento de um  #Tema e de um #Agente e/ou um #Portador.   O #Agente, uma pessoa ou entidade consciente, controla a #Trajetória compartilhada pelo movimento do #Tema durante o movimento. Em outras palavras, o #Agente tem movimento global em direção ao movimento do #Tema.  O #Portador pode ser uma entidade separada, ou pode ser o corpo do #Agente. A #Localização_constante pode ser uma subregião do corpo do #Agente ou (uma subregião de) um veículo que o #Agente usa.O EF inclui #Trajetória, #Alvo, e #Fonte.  #Área é uma área que contém o movimento quando a trajetória é entendida como irregular.Este frame enfatiza a trajetória do movimento como oposto aos EFs Fonte e Alvo como em Preencher ou Colocar."
217,Competição,"Este frame se relaciona com a ideia de que pessoas (#Participante_1, #Participante_2, ou #Participantes) participam em uma atividade regida por regras (a #Competição) com o intuito de alcançar algum resultado vantajoso (frequentemente o #Prêmio). A #Classificação e a #Pontuação são feitos por diferentes critérios avaliados conforme o grau da vantagem do resultado."
218,Meios_de_comunicação,Este frame se refere a #Comunicadores que se comunicam entre si com o auxílio de #Meios de comunicação como um telefone.
219,Enviar,"Um #Remetente planeja a #Trajetória (junto com a #Fonte e o #Alvo) de um #Tema e coloca isso em circunstâncias tais que isso percorre esta #Trajetória sob o poder de alguma entidade diferente que o #Remetente.  Este frame também tem um #Recipiente distinto do #Alvo, embora ambos possam estar presentes."
220,Plenitude,"Um #Recipiente está em um estado de plenitude/ vazio em relação a alguns #Conteúdos. Observe a conexão entre palavras neste frame e aquelas nos frames de Recipientes, Esvaziar e Encher."
221,Restringir_movimento,"Um #Agente restringe o movimento de um #Tema dentro da vizinhança do #Localização_mantida, apesar do desejo, plano ou tendência do #Tema para o movimento; o #Agente também pode usar um #Instrumento. Para muitos desses alvos, o #Meio é incorporado. Para algumas ULs, o #Tema precisa ser uma entidade senciente. Várias dessas Uns podem ser usadas para descrever uma punição."
222,Manipulação_de_corda,Um #Agente manipula uma entidade linear (a #Corda) para formar um #Nó. 
223,Criação_de_nó,Um #Agente cria um #Nó (possivelmente em um #Lugar e / ou com um #Instrumento).
224,Relação,Uma relação é mantida entre a #Entidade_1 e a #Entidade_2.
225,Imobilização,O #Agente imobiliza um #Paciente opcionalmente a uma #Âncora.
226,Entidade,Este frame é para palavras que denotam entidades altamente esquemáticas.
227,Fazer_conexão_cognitiva,"Usando uma #Evidência, que pode ou não ser expressa, um #Pensador reconhece ou prova que o #Conceito1 é ou está associado causalmente ou colocacionalmente a outro conceito, o #Conceito2. Os conceitos podem ser expressos coletivamente como #Conceitos associados."
228,Conexão_social,Uma relação social e pessoal mútua que mantém as pessoas envolvidas na vida umas das outras compreende uma #Conexão do #Indivíduo_1 ao #Indivíduo_2 ou entre #Indivíduos.
229,Fechamento,"Um #Agente manipula um #Prendedor para abrir ou fechar um #Objeto_recipiente (por exemplo, uma jaqueta ou um pote). Às vezes, uma #Região_fechada ou um #Portal_do_recipiente podem ser expressos. Como o #Manipulador é sintaticamente omissível, muitos verbos nesse frame incorporam o #Prendedor."
230,Profissionais_em_saúde,Este frame inclui palavras que nomeiam profissionais da área de saúde e está intimamente relacionado ao frame Especialidades_em_saúde. O EF #Tipo que caracteriza uma sub-especialidade do #Profissional também pode ser expresso.
231,Especialidades_em_saúde,Este frame inclui palavras que nomeiam especialidades em saúde e está intimamente relacionado ao frame de Profissionais_em_saúde. O EF #Tipo que caracteriza uma subárea em uma #Especialidade também pode ser expresso.
232,Materiais_de_uso_em_saúde,Este frame inclui palavras para materiais utilizados na área da saúde - por exemplo #Instrumentos criados para uma função institucional ou #Finalidade.
233,Acompanhamento,Um #Coparticipante preenche o mesmo papel que o #Participante em um evento ou relação.
234,Construir,"Esse frame descreve ações de montagem ou de construção,em que o #Agente une #Componentes para formar a #Entidade_criada, que é perfilado e, portanto, é objeto do verbo."
235,Juntar,"Esse frame descreve a reunião de #Indivíduos (pessoas ou entidades) por um #Agente em um grupo, o #Agregado, definido por proximidade relativa."
236,Data_comemorativa,"Esse frame descreve uma construção de composição específica (um padrão de cunhagem) pela qual palavras mais complexas podem ser criadas ao unir uma #Entidade_homenageada a um #Tipo_específico para descrever uma determinada #Entidade_específica que tenha sido nomeada oficialmente como a #Entidade_homenageada. Os EFs #Tipo_específico e #Entidade_homenageada fazem parte das Unidades Lexicais (anotadas na segunda camada de EF), e a #Entidade_específica é a denotação do todo. Como cada um dos EFs é uma parte da Unidade Lexical, não há atribuição de Função Gramatical ou Tipo de Frase. O #Tipo_específico deve (em princípio) também ser anotado como uma UL em um frame separado. Os alvos são adicionados oportunisticamente a esse frame no decorrer da anotação de outros frases."
237,Abundar_com,"Uma #Localização é preenchida ou coberta com o #Tema.  A #Localização é percebida como o Argumento Externo, e o #Tema como complemento SP encabeçado por com, por or de. NB:  Este frame não inclui usos de adjetivos como pavimentado quando eles apenas especificam o Tipo de algum local."
238,Ingestão,"Um #Ingestor consome comida ou bebida (#Ingeríveis), o que implica colocar os #Ingeríveis na boca para a entrega ao sistema digestivo. Isso pode incluir o uso de um #Instrumento.  Sentenças que descrevem a provisão de comidas para outros NÃO estão incluídas nesse frame."
239,Dormir,"O #Dormidor permanece em um estado alterado de consciência com consciência externa bastante reduzida.
"
240,Cortar,Um #Agente corta um #Item em #Pedaços usando um #Instrumento (que pode ou não ser expresso).
241,Estragar,Um #Agente executa uma #Ação incorretamente. O #Paciente afetado pode ser mencionado metonimicamente para a #Ação.
242,Dispersão,"Um #Agente ou uma #Causa dispersam #Indivíduos da #Fonte, um espaço relativamente confinado, para um #Área_alvo, um espaço mais amplo."
243,Criação_culinária,Este frame descreve a preparação de alimentos e refeições. Um #Cozinheiro cria uma #Comida_produzida a partir de #Ingredientes (crus). O #Instrumento_de_aquecimento e / ou #Recipiente também podem ser especificados.
244,Procurar,"Um #Agente_pensador tenta encontrar alguma #Entidade_procurada pela examinação de uma #Área. O sucesso ou fracasso  desta atividade (o #Resultado) pode ser indicado: Este frame deve ser comparado com o frame de Scrutiny, no qual o foco primário é na #Área."
245,Excretar,Um #Excretor excreta um #Excremento.
246,Descrição_químico-sensorial,"Este frame cobre as descrições de sabores e odores, possuindo um EF principal #Fonte_perceptual. O elemento de frame #Atributo_sensorial ocorre principalmente com palavras que expressam gosto, sabor, e cheiro."
247,Respirar,"Um #Agente faz com que o #Ar se mova em uma direção, geralmente especificando se para fora ou dentro do corpo."
248,Escapar,Um #Escapante que se move por conta própria se afasta de um #Local_indesejável.
249,Evitar,"Um #Agente evita uma #Situação_indesejável sob certas #Circunstâncias. Essa situação pode ser uma atividade (ex: ir à escola), ou uma entidade (talvez) metonímica para tal atividade ou situação (ex: o meio-fio).  Neste frame, a situação é indesejável do ponto de vista do #Agente e contrasta com as cenas em que a situação é especificamente indesejável para alguém ou do ponto de vista de uma moralidade externa."
250,Evadir,"Um #Evasor se move por conta própria para evitar, assim, sua #Captura ou entrar em contato com um #Perseguidor, geralmente também se movendo por conta própria. Esse frame caracteriza um evento mais específico do que Evitar, pois tanto o #Evasor quanto o #Perseguidor são entidades que se movem. Além disso, este frame difere do Escapar exigindo um #Perseguidor e sendo neutro sobre o cativeiro anterior do #Evasor."
251,Causar_mudar_de_lugar,"Um #Agente faz com que um #Tema se mova em relação a uma determinada #Localização_fixa, geralmente com uma certa #Periodicidade, sem passar por movimento translacional ilimitado ou alteração significativa de configuração / forma."
252,Alimentos_e_bebidas,Palavras que se referem a itens alimentícios e bebidas.
253,Texto_criação,"Um #Autor cria um #Texto escrito, como uma carta, ou falado, como um discurso, que contém símbolos linguísticos significativos e pode ter um #Destinatário particular em mente.  O #Texto pode incluir informações sobre o tópico, embora não seja um EF neste frame. "
254,Ler,"O Leitor atenta-se em um texto para processar suas informações. Às vezes, um particular tipo de fenômeno é procurado no texto."
255,Criar_intencionalmente,"O #Criador cria uma nova entidade, a #Entidade_criada, possivelmente a partir dos #Componentes.
"
256,Dar_à_luz,Uma #Mãe e um #Pai produzem um #Filho ou um #Ovo.
257,Ser_empregado,"Um #Empregado tem uma #Posição realizando um trabalho em um #Campo em particular, ou realizando uma #Tarefa particular, pela qual um #Empregador dá uma #Remuneração ao #Empregado."
258,Fazer_fogo,Este frame descreve a crição de uma #Chama por um #Acendedor ou a ignição de um #Inflamável por um #Acendedor.
259,Massa_movimento,"Uma #Massa_tema, geralmente composta de muitos indivíduos, move-se de uma #Fonte para um #Alvo em alguma #Trajetória."
260,Silenciar,"Um #Agente faz com que um #Falante se silencie, algumas vezes sobre um #Tópico específico. "
261,Contatar,"Um #Comunicador (cujo local pode ser indicado) direciona uma #Comunicação para um #Destinatário em um determinado #Endereço. Observe que nenhum ato comunicativo bem-sucedido real está implícito, apenas a conclusão bem-sucedida de atos que estabelecem a comunicação. O #Endereço ou a #Localização_do_comunicador podem ser um endereço virtual, como um e-mail ou número de telefone."
262,Prevaricação,"Um #Falante comunica sobre um #Tópico de modo a enganar um #Destinatário, tanto contando mentiras, quanto dizendo uma mensagem de forma enganosa."
263,Causar_experimentar,Um #Agente intencionalmente procura trazer um estado mental ou emocional interno no #Experienciador. Este frame está intimamente relacionado ao frame Experienciador_objeto.
264,Disparar_projéteis,"Um #Agente faz com que uma #Arma_de_fogo dispare, o que induz ao rápido movimento do #Projétil. "
265,Usar_arma_de_fogo,"Um #Agente usa uma arma de fogo descarregando, geralmente direcionando o projétil do cano da #Arma_de_fogo  (a #Fonte), ao longo de um #Caminho, e a um #Objetivo."
266,Cair_no_sono,"Um #Dormidor vai do estado de vigília a um estado alterado de consciência, onde ele não está ciente do ambiente. As ULs deste frame são diferenciadas pela rapidez e profundidade com que o estado é inserido e o que causa a mudança (especialmente se ocorre naturalmente como resultado de sonolência ou é causado por lesão)."
267,Causar_acordar,Um #Agente ou #Causa causa a um #Dormidor a transição de um #Estado_de_sono para um estado em que está acordado e consciente.
269,Acordar,Um #Dormidor transita por um estado de consciência onde ele está completamente inconsciente sobre a sua volta para um estado em que está acordado.
270,Deliberação_do_júri,O #Júri discute o #Caso e suas #Acusações para avaliar a #Possível_sentença do acusado.
271,Sentenciar,"Durante uma audiência em um tribunal, uma #Sentença, geralmente uma punição, é imposta ao #Condenado pelo #Tribunal, geralmente representado por um juiz."
272,Texto,"Um #Texto é uma entidade que contém informações linguísticas e simbólicas sobre um #Tópico, criado por um #Autor no #Tempo_de_criação. Pode ser uma entidade física que é feita de um certo #Material etc. Ele pode ser construído para um #Beneficiário."
273,Decoração_corporal,Este frame refere-se a decorações que seres humanos têm ou aplicam em seus corpos.
274,Atribulação,"Um #Experienciador se encontra em uma #Situação indesejável, cuja #Causa também pode ser expressa. "
275,Rito,Este frame diz respeito a rituais realizados de acordo com crenças ou tradições religiosas.
276,Entidade_física,Uma #Entidade existe em algum #Lugar em algum momento.
277,Clima,"Condições ambientais de temperatura, precipitação, inverno e verão pertencentes a certo #Lugar e #Tempo. Além disso, a #Especificação das condições pertencentes a outras coisas também pode ser indicada."
278,Pessoas,"Esse frame contém palavras gerais para indivíduos. A #Pessoa é concebida como independente de outros indivíduos específicos com os quais elas se relacionam e independente de sua participação em qualquer atividade particular. Elas podem ter uma #Idade, #Descrição, #Origem, #Característica_persistente, ou #Etnia."
279,Chamar_a_atenção,"Este frame envolve termos usados para chamar a atenção de alguém, incluindo uma #Interjeição (ex.: Ei, aí) ou um #Termo_de_tratamento. "
280,Anexação_incoativa,"Um #Item será anexado a um #Alvo, com um #Conector formando uma ligação entre a #Alça do #Item e o #Alvo (ou uma parte dele). Alternativamente, muitos #Itens podem formar uma ligação entre si."
281,Estar_anexado,"Um #Item está ligado por um #Prendedor, através de um #Conector, em um #Alvo, ou #Itens são ligados uns aos outros. Pode haver um #Estado_dependente, que depende essencialmente do(s) #Item(s) estar(em) preso(s)."
282,Argumentar,"Um #Argumentador apresenta um #Conteúdo, junto com o #Suporte, para um #Destinatário. O #Conteúdo pode se referir de forma elíptica a um curso de ação ou pode se referir a uma proposição na qual o #Destinatário deve acreditar. Algumas unidades lexicais (ex.: "
283,Causar_ficar_molhado,"Um #Agente faz com que um #Paciente fique molhado com um #Líquido. Nesse frame, o #Líquido pode ser líquido ou gasoso. Os #Pacientes são objetos porosos, mas não ocos (como recipientes)."
284,Morto_ou_vivo,"Um #Protagonista está em um estado conservado, dinâmico de ser vivo ou saiu deste estado."
285,Impacto,"Enquanto em movimento, um #Impactor faz de repente, contato forçado com o #Impactado, ou dois #Impactores movem-se, mutualmente fazendo contato forçado."
286,Deter,Os #Autoridades detêm um #Suspeito sob suspeita de ter cometido um crime (#Acusações). O #Local_de_detenção e o período de detenção (#Duração) também podem ser especificados.
287,Precipitação,"Água em alguma forma, sólida ou líquida (a #Precipitação) cai do céu em um determinado #Lugar e #Tempo, com uma determinada #Duração. Uma #Taxa ou #Quantidade de precipitação também pode ser indicada."
288,Vir_a_existir,"Uma #Entidade passa a existir em um determinado #Lugar e #Tempo, o que pode ter um certa #Duração_do_estado_final, uma #Explicação, ou ser formada a partir de #Componentes."
289,Libertação,Um #Agente encerra o cativeiro ou inibição do movimento de um #Tema.
290,Veredito,"Neste frame, que é parte de uma sequência de julgamento, um #Juiz dá um #Veredito a respeito das #Acusações contra o #Réu em um #Caso particular."
291,Criar,Uma #Causa que resulta na formação de uma #Entidade_criada.
292,Julgar_réu,Um #Réu é julgado por um #Júri ou #Juiz em um #Tribunal por #Acusações. Este quadro coloca em perspectiva o frame de avaliação geral.
293,Cenário_de_emprego,"Um #Empregado e um #Empregador estabelecem uma relação de emprego, na qual o #Empregado permanece por algum tempo, e, por fim, o relacionamento termina pelo #Empregado, que está deixando o emprego, ou pelo #Empregador o deixando ir ou demitindo-o. Para cada um desses eventos há concordâncias, como concordar/assinar um contrato para entrar no emprego, para a #Remuneração e para o desempenho de um serviço no período do trabalho, e para a rescisão da ruptura dessa relação. Existem vários outros eventos envolvidos, incluindo ações preparatórias por parte do #Empregador (ao disponibilizar o #Cargo), a parte do #Empregado em potencial (ao procurar um emprego), ou de ambos (entrevistas de emprego). Além disso, há a possibilidade de mudança da relação entre #Empregador e #Empregado durante o período de emprego, como uma mudança no #Cargo (como promoção ou rebaixamento) e uma mudança na #Remuneração (como um aumento ou um corte salarial)."
294,Contratar,"Um #Empregador contrata um #Empregado, prometendo ao funcionário uma certa #Remuneração em troca do desempenho de um trabalho. O trabalho pode ser descrito em termos de uma #Tarefa ou uma #Posição. Em alguns casos, o #Empregado também indicará a #Posição."
295,Empregar,Um #Empregador emprega um #Empregado cujo #Cargo implica que o #Empregado execute determinadas #Tarefas em troca de #Remuneração.
296,Conseguir_um_emprego,"Um novo #Empregado obtém uma #Posição com um #Empregador, com a qual há certas #Tarefas associadas; Em troca do desempenho dessas #Tarefas, o #Empregado recebe uma #Compensação do #Empregador."
297,Sair_do_emprego,Um #Empregado voluntariamente deixa o serviço de um #Empregador.
298,Demitir,Um #Empregador encerra um vínculo empregatício com um #Empregado. Muitas vezes há uma #Explicação dada para a ação.
299,Parte_interior_exterior,"Este frame se refere a #Partes de objetos definidos em relação ao centro ou à borda do objeto. A #Parte é uma parte do #Todo e a #Propriedade_da_parte descreve uma propriedade da #Parte.
"
300,Formas,"Este frame contém palavras que descrevem a extensão dimensional e a #Forma de uma #Substância. Essas palavras não fazem referência a uma relação parte-todo. Também pode haver um descritor da #Forma, a #Propriedade_da_forma."
301,Fronteira,"Este frame contém palavras que descrevem uma #Fronteira entre duas #Entidades. Em muitos casos, a #Fronteira é a borda entre uma #Entidade e algum espaço não-nomeado, geralmente concebido como vazio."
302,Parte_borda,Descreve uma relação parte_todo em que a #Parte fornece o limite entre o #Todo e o que não é esse objeto. A #Parte pode existir ao longo de um continuum de largura. Ela pode ser modificada por uma #Orientação que caracteriza a parte específica da borda de uma #Propriedade_da_parte que descreve uma propriedade da #Parte.
303,Parte_como_segmentos_ordenados,"Neste frame, uma #Parte é parte de um #Todo maior, composto por partes encomendadas. As #Partes podem ser ordenadas temporalmente (da primeiro à último e vice-versa) ou verticalmente (de baixo para cima e vice-versa). A #Parte pode ser modificada pela #Propriedade_da_parte ou o número da parte pode ser fornecido pela #Ordem."
304,Estar_molhado,"Um #Item está em um estado de umidade com a possibilidade do #Líquido que molha ser mencionado, junto com o #Grau de umidade."
305,Embeber,"Nesse frame, um #Agente coloca o #Tema no #Meio por um período extendido de tempo, com a intenção de que o #Tema seja afetado pelo #Meio e absorva parte dele. "
306,Causar_mudança_de_temperatura,"Nesse frame, um #Agente altera a temperatura de um #Item. Uma #Temperatura_alvo pode especificar a temperatura desejada. Uma #Mudança_de_temperatura também pode ser indicada. O #Temperatura_inicial indica a temperatura no início."
307,Causar_mudança_de_fase,"Uma #Causa ou um #Agente faz com que um #Paciente sofra uma mudança de fase. O #Resultado da alteração pode ser fornecido, juntamente com o #Estado_inicial e as #Circunstâncias sob as quais a alteração pode ocorrer. Note que este frame contrasta com Causar_mudança_de_consistência em que este frame descreve a causalidade de uma mudança de um #Paciente entre diferentes fases (ou seja, sólido para líquido ou congelado para descongelado)."
308,Mudança_de_fase,"Nesse frame, um #Paciente passa por uma mudança de fase. Note-se que este frame contrasta com o Mudança_de_consistência, uma vez que descreve uma mudança de um #Paciente entre diferentes fases (por exemplo, sólido para líquido ou congelado para descongelado)."
309,Causar_ficar_seco,"Um #Agente causa a secagem do #Secado (tanto uma superfície quanto uma entidade inteira, por dentro e por fora)."
310,Estar_seco,Um #Item está em estado de ressecamento.
311,Preservar,"Nesse frame, um #Agente preserva um #Paciente para evitar que ele se deteriore. Um #Meio pode ser usado."
312,Apodrecer,"Nesse frame, um #Paciente, que é uma substância orgânica, passa pelo processo natural de decomposição de um #Estado_inicial para um #Resultado."
313,Mudança_de_consistência,"Nesse frame, um #Paciente muda sua consistência. Pode haver um #Estado_inicial e um #Resultado. Note que este frame contrasta com o Mudança_de_fase, uma vez que descreve uma mudança em um #Paciente dentro de uma fase particular (sólido, gás, líquido)."
314,Suficiência,"Um #Item está localizado em uma #Escala relativamente a um valor crítico que é determinado por alguma #Situação_habilitada. Geralmente, quando a #Situação_habilitada não é expressa, ela é interpretada como o desejo de que o #Item esteja localizado em um ponto particular da #Escala. Com muitos dos adjetivos nesse frame, a #Escala não é mencionada explicitamente. Nesses casos, a #Escala é geralmente a quantidade incorporada no significado dos adjetivos."
315,Viagem,"Neste frame, um #Viajante se engaja em uma jornada, uma atividade geralmente planejada com antecedência, na qual o #Viajante se move de uma localização #Fonte para um #Alvo através de um #Caminho ou ao redor de uma #Área. A jornada pode ser acompanhada por #Co_participantes e #Bagagem. A #Duração ou a #Distância da jornada, ambas geralmente longas, podem também ser descritas, assim como o #Meio_de_transporte.  As palavras nesse frame enfatizam todo o processo de sair de um lugar para chegar ao outro, e, não, apenas o início ou o fim da jornada."
316,Remodelar,"Nesse frame, um #Deformador deforma um #Paciente, possivelmente contra uma #Superfície_resistente, de modo que ele sofre uma mudança de sua forma canônica ou original para o #Resultado, uma nova forma. Algumas dessas palavras indicam que o #Resultado é uma alteração indesejável da norma, e nesses casos a unidade lexical é marcada com o tipo semântico Julgamento_negativo. Esse frame não inclui sentidos que indicam especificamente causar dano a um ser vivo."
317,Movimento_fluídico,"Nesse frame, um #Fluido se move de uma #Fonte para um #Alvo ao longo de uma #Trajetória ou dentro de uma #Área."
318,Estar_podre,"Um item orgânico, o #Paciente, sofreu o processo natural de apodrecer e decair com uma possível expressão do #Grau no qual ocorreu o apodrecimento."
319,Vingança,"Esse frame diz respeito à imposição de punição em troca de um mal sofrido. Um #Vingador executa uma #Punição em um #Ofensor como consequência de uma ação anterior do #Ofensor, a #Lesão. O #Vingador que inflige a #Punição não precisa ser o mesmo que a #Parte_lesada que sofreu a #Lesão, mas o #Vingador tem que compartilhar o julgamento de que a ação do #Ofensor foi errada. O julgamento de que o #Ofensor infligiu uma #Lesão é feito sem levar em conta a lei."
320,Corroer,"Neste frame, o #Paciente, um item inorgânico, sofre um processo químico que o torna menos útil, desejável ou estável."
321,Parcialidade,"Esse frame tem a ver com o viés ou a falta de viés de um #Juiz fazendo uma avaliação referente a dois ou mais #Lados. Os #Lados podem se opor um ao outro em uma disputa ou ser alternativas em uma situação de escolha. O #Domínio no qual o #Juiz é parcial ou imparcial pode ser expresso, bem como o #Grau do viés ou a falta dele. Em sentenças neste frame, também é possível encontrar expressões de #Manifestação_do_viés, ou seja, expressões que nos dizem como o viés do #Juiz é realizado."
322,Corrosão_causada,"Nesse frame, o #Paciente, um item inorgânico, sofre um processo químico causado por outra entidade, o que o torna menos útil, desejável ou estável. O processo pode ou não estar sob o controle de um #Agente."
323,Moer,"Nesse frame, um #Moedor ou #Causa_moedora faz com que um #Paciente seja dividido em partes menores. Um #Resultado ou #Alvo pode estar presente."
324,Escolher,"Um #Pensador decide sobre o #Escolhido (um item ou um curso de ação) dentro de um conjunto de #Possibilidades. O #Pensador pode ter uma #Finalidade_pretendida para o #Escolhido. Normalmente é dada a #Explicação, que serve como base da escolha."
325,Comparação_avaliativa,"Este frame é sobre a comparação estática de um #Item_perfilado com um #Item_padrão, geralmente com relação a algum #Atributo. Nesse frame, há uma assimetria inerente entre o #Item_perfilado e o #Item_padrão em que os dois não podem ser expressos em conjunto como um assunto. Também são encontradas expressões de #Grau que indicam o quanto os itens estão próximos uns dos outros na escala evocada pelo #Atributo. Além disso, o valor específico do padrão ou item em uma determinada escala pode ser dado pelo #Atributo_padrão do #Atributo_perfilado, respectivamente."
326,Desejabilidade,"Um #Avaliado é julgado por sua qualidade; ou seja, o quanto ele seria apreciado. Em muitos casos, o #Avaliado é julgado implicitamente como bom ou ruim relativo a outras instâncias de seu tipo. A desejabilidade do #Avaliado é determinada por um ou mais #Parâmetros, que são propriedades escalares do #Avaliado. A avaliação também pode ser explicitamente relativizada em relação a um conjunto de #Circunstâncias, uma #Conjunto_de_comparação de entidades que pertencem à mesma classe do #Avaliado, ou #Grupo_afetado. O #Grau também pode ser expressado."
327,Instância_única,Um #Item é a única instância do seu #Tipo.
328,Sem_comparação,"Em comparação a seus #Concorrentes, um #Padrão está no limite superior de uma escala em relação a algumas #Variáveis. Os #Concorrentes frequentemente não são realizados sintaticamente."
329,Triturado,"Nesse frame, um #Paciente está em um estado de ter sido dividido em partes menores."
330,Superar,"Neste frame, um #Item_perfilado é maior que seu #Item_padrão vem uma escala em relação a algum #Atributo. A #extensão da diferença entre o #Item_padrão e o #Item_perfilado também pode ser mencionado. Além disso, o valor específico do item tanto padrão quanto perfilado, em uma determinada escala, pode ser fornecido pelo #Atributo_padrão e pelo #Atributo_perfilado, respectivamente."
331,Emitir,"Neste frame, uma #Fonte_de_emissão lança a #Emissão ao longo de uma #Trajetória ou para um #Alvo."
